"page_s";"artiste";"oeuvre";"langue";"chemin_local";"categorie";"format";"taille_octets";"taille_lisible";"utilisation_actuelle";"sources_reference";"statut";"groupe_doublon";"reference_cassee";"identifiant_propose";"portee";"chemin_cible_r2";"sha256"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"en";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_timeline/Mauritshuis_timeline_en.png";"image";"png";"2677621";"2,55 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_timeline/Mauritshuis_timeline_en.png";"9FF2D8EE84D0CE533912FB89229E37F8ABB52905805A38BB8FBBF787B38131D7"
"";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"fr";"assets/environments/gallery/images/Mauritshuis/Mauritshuis_timeline/Mauritshuis_timeline_fr.png";"image";"png";"2475801";"2,36 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Mauritshuis/Mauritshuis_timeline/Mauritshuis_timeline_fr.png";"9910549E29609380989EDF151DF48A080047056023DEBADBFBC6CCC6C49883DD"
"gallery-vr.html";"Johannes Vermeer";"transversal Vermeer/Mauritshuis";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Mauritshuis_museum_c3.glb";"modele-3d";"glb";"7269288";"6,93 Mo";"Référencé par 2 fichier(s) source.";"content/museums/mauritshuis.json | scripts/gallery-vr.js";"reference";"";"non";"ve01-ve06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Mauritshuis_museum_c3.glb";"C43B384280795C616537C270C16CC26BFCB61370C0233FBEEFD49B5802656C28"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"Vue de Delft";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/collection/view-of-delft-vermeer.webp";"image";"webp";"278284";"271,76 Ko";"Référencé par 3 fichier(s) source.";"content/paintings/view-of-delft.json | scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"ve02";"oeuvre";"https://media.artdaci.com/artworks/ve02/images/view-of-delft-vermeer.webp";"28CC2B57DDFCEA613F1A203822C36557E47E92D06B98792B86A7A64483D4D1C5"
"";"Johannes Vermeer";"Vue de Delft";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_view-delft.png";"image";"png";"2363769";"2,25 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ve02";"oeuvre";"https://media.artdaci.com/artworks/ve02/images/vermeer_view-delft.png";"68FD41F8FFFBFFFC674FD8698EADCB0BE04F4F0FFC8C8A3919E99C803DE9037F"
"gallery-vr.html";"Johannes Vermeer";"La Laitière";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/collection/the-milkmaid-vermeer.webp";"image";"webp";"292726";"285,87 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve03";"oeuvre";"https://media.artdaci.com/artworks/ve03/images/the-milkmaid-vermeer.webp";"56070C9D0C25242A1082FA3DB4EA968969E5681756F38F9100DF9F52E39309F1"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"La Laitière";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_milkmaid.png";"image";"png";"2552081";"2,43 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ve03";"oeuvre";"https://media.artdaci.com/artworks/ve03/images/vermeer_milkmaid.png";"EDEA0A60AA46882949E381CA97F45D01B0C1C10E966E87E6884C27A36ABD86C9"
"gallery-vr.html";"Johannes Vermeer";"La Laitière";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/profile/models/milkmaid-vermeer-c100.glb";"modele-3d";"glb";"4720584";"4,50 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve03";"oeuvre";"https://media.artdaci.com/artworks/ve03/models/milkmaid-vermeer-c100.glb";"14F258BCA9A174E5B7FC2B24B59728D414559A0432F354D85D034181EF83F0AB"
"gallery-vr.html";"Johannes Vermeer";"L’Art de la peinture";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/collection/the-art-of-painting-vermeer.webp";"image";"webp";"235316";"229,80 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve04";"oeuvre";"https://media.artdaci.com/artworks/ve04/images/the-art-of-painting-vermeer.webp";"2942B0117AEDBD5E37014CFAC323B21D26CBA4F8CCE913FE77C5BE2A964C7F49"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"L’Art de la peinture";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_art-painting.png";"image";"png";"2439921";"2,33 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ve04";"oeuvre";"https://media.artdaci.com/artworks/ve04/images/vermeer_art-painting.png";"98380207289366A8569255C1105E7578C54E498C5680701EFF7D037E50C56F8C"
"gallery-vr.html";"Johannes Vermeer";"L’Astronome";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/collection/the-astronomer-vermeer.webp";"image";"webp";"165752";"161,87 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve05";"oeuvre";"https://media.artdaci.com/artworks/ve05/images/the-astronomer-vermeer.webp";"2264A8812176B026456D438106FF0E96ADB5443C91FA6D4E0CF050322C041EF1"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"L’Astronome";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_astronomer.png";"image";"png";"2329486";"2,22 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ve05";"oeuvre";"https://media.artdaci.com/artworks/ve05/images/vermeer_astronomer.png";"A0366EB5DCBC00B90E6B6A640BCEDC4E5612F97FE5CFF0018A5B8FD071A23765"
"gallery-vr.html";"Johannes Vermeer";"L’Astronome";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/profile/models/the-astronomer-vermeer-c2.glb";"modele-3d";"glb";"3621760";"3,45 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ve05";"oeuvre";"https://media.artdaci.com/artworks/ve05/models/the-astronomer-vermeer-c2.glb";"B95881A68A703441F80171DB69430CA54F5A7EDDAB3D930596E981CE2B91BE66"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Johannes Vermeer";"La Femme à la balance";"neutre-ou-inconnu";"assets/artists/paintings_images/vermeer/vermeer_woman-holding-balance.png";"image";"png";"2377280";"2,27 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"ve06";"oeuvre";"https://media.artdaci.com/artworks/ve06/images/vermeer_woman-holding-balance.png";"21659D218030D4AEA88355384D0C97289DC78C989C07426471BEC4EF5EC80F17"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"en";"assets/artists/vincent-van-gogh/artworks/self-portrait/media/van-gogh-self-portrait-en-c.m4a";"audio";"m4a";"3614094";"3,45 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/van-gogh.json";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/audio/en/van-gogh-self-portrait-en-c.m4a";"6F0CC0B7A9A4B5108C12AF80664D94D20364990A34403AC24C268F83B324EFA4"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-van-gogh.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"en";"assets/artists/vincent-van-gogh/artworks/self-portrait/media/van-gogh-self-portrait-en.mp3";"audio";"mp3";"24665215";"23,52 Mo";"Référencé par 3 fichier(s) source.";"content/paintings/van-gogh.json | index.html | print-van-gogh.html";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/audio/en/van-gogh-self-portrait-en.mp3";"4491E7002CEA90DCEFED48AFB225C59BDD63AC55EE480ABDBE2A06BC59B9A707"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"fr";"assets/artists/vincent-van-gogh/artworks/self-portrait/media/van-gogh-self-portrait-fr-c.m4a";"audio";"m4a";"3401072";"3,24 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/van-gogh.json";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/audio/fr/van-gogh-self-portrait-fr-c.m4a";"D57974ED68376F5E0989DFCF7DD155AEA1C12339B5B19234686D3A49527A16F6"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-van-gogh-fr.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"fr";"assets/artists/vincent-van-gogh/artworks/self-portrait/media/van-gogh-self-portrait-fr.mp3";"audio";"mp3";"20197113";"19,26 Mo";"Référencé par 4 fichier(s) source.";"content/paintings/van-gogh.json | index-fr.html | print-van-gogh-fr.html | scripts/print-ar.js";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/audio/fr/van-gogh-self-portrait-fr.mp3";"10BAEA3D68E382B7F78738C0E23BEB70E86AF9396733AD88CBA9307F41C53921"
"";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/paintings_images/vangogh/vangogh_self-portrait.png";"image";"png";"3116915";"2,97 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/images/vangogh_self-portrait.png";"7B5D7D9E4E730AAA7860DA3860DF5DF68C8E184F310312FE0BC2C3B2376F29E1"
"book-3d.html | gallery-vr.html | print-van-gogh-fr.html | print-van-gogh.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/artworks/self-portrait/images/van-gogh-out-of-frame.png";"image";"png";"1935587";"1,85 Mo";"Référencé par 4 fichier(s) source.";"print-van-gogh-fr.html | print-van-gogh.html | scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/images/van-gogh-out-of-frame.png";"FEAFF76D9559AEBD51712F8DC961B0B7B81F9C6B5812AF96FABE92B73D161DDE"
"gallery-vr.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/artworks/self-portrait/images/van-gogh-portrait-p.png";"image";"png";"799714";"780,97 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/images/van-gogh-portrait-p.png";"E6EBADF74E04D2ECEC945B36D444118F17C58F581C37F4EA51C248D4412DA47F"
"ar.html | book-3d.html | compile-target.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-van-gogh-fr.html | print-van-gogh.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/artworks/self-portrait/images/van-gogh-portrait.jpg";"image";"jpg";"476867";"465,69 Ko";"Référencé par 7 fichier(s) source.";"compile-target.html | content/paintings/van-gogh.json | print-van-gogh-fr.html | print-van-gogh.html | README.md | scripts/book-3d.js | scripts/print-ar.js";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/images/van-gogh-portrait.jpg";"A4891F2357D7C71E3E26C8BA1C4D1E78D7E99AFA88FB19C577B7D2B557FABCA0"
"gallery-vr.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/collection/autoportrait-vangogh.webp";"image";"webp";"358580";"350,18 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/images/autoportrait-vangogh.webp";"07BE648AB3F4B0176881F8CAC6F5CCBA4F73868A73486A44AC496958F24B514E"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/artworks/self-portrait/models/van-gogh-portrait.glb";"modele-3d";"glb";"25002780";"23,84 Mo";"Référencé par 2 fichier(s) source.";"content/paintings/van-gogh.json | README.md";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/models/van-gogh-portrait.glb";"CE446A89039D4B724974EBC4B9AE729658D30430E1217B472AE4C440C88F2B05"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/artworks/self-portrait/models/van-gogh-standing.glb";"modele-3d";"glb";"28263540";"26,95 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/van-gogh.json";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/models/van-gogh-standing.glb";"9E9222B3281E974CBFB2046978E08A659A64F00659DD88703D49EC511EFE6B85"
"gallery-vr.html";"Vincent van Gogh";"Autoportrait";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/artworks/self-portrait/models/vangogh-istanding.glb";"modele-3d";"glb";"26303316";"25,08 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01";"oeuvre";"https://media.artdaci.com/artworks/vg01/models/vangogh-istanding.glb";"2DDC4E7903A02BB9E26DB176921B1BFB2ED2413426451E83F03B50CD3DA7F2FF"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/supporters/music/vincent-van-gogh-theo-impasto-sky.mp3";"audio";"mp3";"744609";"727,16 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/music/vincent-van-gogh-theo-impasto-sky.mp3";"A1922D7CD83896E3F2394D891ACB7FA0027C206B6488EF771AF74CBD828769A1"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"fr";"assets/artists/vincent-van-gogh/supporters/audio/short_audio/la-femme-qui-a-inventé-van-gogh-short.m4a";"audio";"m4a";"3254652";"3,10 Mo";"Référencé par 2 fichier(s) source.";"content/people/van-gogh-jo.json | scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/audio/short_audio/la-femme-qui-a-inventé-van-gogh-short.m4a";"236FF061E99D6D1DFCBFE1643975DD39C1A6DDA514793720C8B4F3430B092AD5"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"en";"assets/artists/vincent-van-gogh/supporters/audio/short_audio/the-woman-who-made-van-gogh-famous-short.m4a";"audio";"m4a";"3384637";"3,23 Mo";"Référencé par 2 fichier(s) source.";"content/people/van-gogh-jo.json | scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/audio/short_audio/the-woman-who-made-van-gogh-famous-short.m4a";"B52E0174254D86DB60E034374FCC92B640A336B6B91FF88C415FBAE3281B71F1"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"ar";"assets/artists/vincent-van-gogh/supporters/audio/short_audio/جو-بونغر-المرأة-التي-خلدت-فان-غوخ-short.m4a";"audio";"m4a";"4173742";"3,98 Mo";"Référencé par 2 fichier(s) source.";"content/people/van-gogh-jo.json | scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/audio/short_audio/جو-بونغر-المرأة-التي-خلدت-فان-غوخ-short.m4a";"AB6903AE49BA746B30D965DFD9A595BFFBB6DAE868A3D72CC5355FFAADC36B24"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/supporters/music/jo-van-gogh-bonger-theo-s-wife-letters-and-lonely-reds.mp3";"audio";"mp3";"744609";"727,16 Ko";"Référencé par 2 fichier(s) source.";"content/people/van-gogh-jo.json | scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/music/jo-van-gogh-bonger-theo-s-wife-letters-and-lonely-reds.mp3";"3CF39E04F4E758A7270FABB241052A50A8B97F60601007479B3FEBD77B22A054"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"fr";"assets/artists/vincent-van-gogh/supporters/music/vincent-van-gogh-theo-mon-frère-mon-ancre.mp3";"audio";"mp3";"744608";"727,16 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/music/vincent-van-gogh-theo-mon-frère-mon-ancre.mp3";"599C9091C1D5041DCDCCDB7362CF3871E9AB01E1CF0017EA04E2C438D82E3FAE"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"ar";"assets/artists/paintings_images/vangogh/6_masterpieces/vangogh_6_masterpieces_ar.png";"image";"png";"2688838";"2,56 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vangogh/6_masterpieces/vangogh_6_masterpieces_ar.png";"E13D5DA2D0B27F780911BBB189610E51D2B3E992B728DA665DDF1603E389CFFA"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"en";"assets/artists/paintings_images/vangogh/6_masterpieces/vangogh_6_masterpieces_en.png";"image";"png";"2705561";"2,58 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vangogh/6_masterpieces/vangogh_6_masterpieces_en.png";"D981CBD4FDDD849683FD62BF5D718BBD6D10A29788EDE9C6A844CBF6C4506548"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"fr";"assets/artists/paintings_images/vangogh/6_masterpieces/vangogh_6_masterpieces_fr.png";"image";"png";"2817383";"2,69 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vangogh/6_masterpieces/vangogh_6_masterpieces_fr.png";"07B2C9E5B508F31A817895D74F70D6509F2C091C71A67C45660143B05A3B9837"
"";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/paintings_images/vangogh/vangogh_6_paintings.png";"image";"png";"2975036";"2,84 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/vangogh/vangogh_6_paintings.png";"D873A5F91FB1A3CC6C8ABC3B6EDFA9658394A078E8B6E489C2CCEAB5DB955555"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/collection/café-terrasse-at-night-vangogh.webp";"image";"webp";"445264";"434,83 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/collection/café-terrasse-at-night-vangogh.webp";"9B95CB889E608DF2EF3A711FE4440AFCD2CF5D8DFB85D878C3FCB6362F8D3C91"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/profile/portrait.png";"image";"png";"3022221";"2,88 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/profile/portrait.png";"8BABA9D20DA9683A9A7A4F5B4843EBCC657A17CF876CE411CC9564B5FCB624DB"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/supporters/images/vangogh-jo-van-gogh-bonger.png";"image";"png";"2269783";"2,16 Mo";"Référencé par 2 fichier(s) source.";"content/people/van-gogh-jo.json | scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/images/vangogh-jo-van-gogh-bonger.png";"F72EBF28D83FE6037DE6855DE18ED3B77718E34B437355B739BBF27FA9711794"
"book-3d.html | gallery-vr.html | print-van-gogh-fr.html | print-van-gogh.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/artists/vincent-van-gogh/supporters/images/vincent-van-gogh-jo-van-gogh-bonger.png";"image";"png";"2341582";"2,23 Mo";"Référencé par 5 fichier(s) source.";"content/people/van-gogh-jo.json | print-van-gogh-fr.html | print-van-gogh.html | scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/images/vincent-van-gogh-jo-van-gogh-bonger.png";"2DDD5872CD73FA65E44AC386A66E509BF358B6B1428C73DD2906F25D78690C47"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"ar";"assets/artists/vincent-van-gogh/supporters/timelines/van-gogh-family-legacy-timeline-ar.png";"image";"png";"3231742";"3,08 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/timelines/van-gogh-family-legacy-timeline-ar.png";"158A3EE794639A674C684919F866B5FDD2AC8E258149B2C05798E62E2675FBE9"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"en";"assets/artists/vincent-van-gogh/supporters/timelines/van-gogh-family-legacy-timeline-en.png";"image";"png";"2781031";"2,65 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/timelines/van-gogh-family-legacy-timeline-en.png";"7917E1B9C9D4657171D1DCDC5A6EFA44EF1839596BD023445AB0106AA415CFD9"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"fr";"assets/artists/vincent-van-gogh/supporters/timelines/van-gogh-family-legacy-timeline-fr.png";"image";"png";"2879368";"2,75 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/artists/vincent-van-gogh/supporters/timelines/van-gogh-family-legacy-timeline-fr.png";"C4ED57B0B53183DAB9A45916053E551B06840CEF0C480D55ABDA1F770D3C6F5B"
"";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/VanGogh_museum_legende.png";"image";"png";"2693903";"2,57 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/VanGogh_museum_legende.png";"520AE76091AEFE94F6BB3722E42A75ABDF7FBF2537AC416A795E04BC68C87421"
"";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/VanGogh_museum.png";"image";"png";"2594462";"2,47 Mo";"Référencé par 1 fichier(s) source.";"content/museums/van-gogh-museum.json";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/VanGogh_museum.png";"4BBBA8B156778BF26672CA3A858CB54F45D7B4A109E8544319A6E012A5C405FF"
"";"Vincent van Gogh";"transversal Van Gogh";"ar";"assets/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum_building_plan_ar.png";"image";"png";"2775660";"2,65 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum_building_plan_ar.png";"1F6C655C260705591D1F3CC9603B6F1C4A1F9316C56E4C9EB5AC6620D38AE0F3"
"";"Vincent van Gogh";"transversal Van Gogh";"en";"assets/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum_building_plan_en.png";"image";"png";"2606228";"2,49 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum_building_plan_en.png";"FCCA3618BD6172933906E3F96C02301F87ABC5A340E145790B8A059CB7B27CFD"
"";"Vincent van Gogh";"transversal Van Gogh";"fr";"assets/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum_building_plan_fr.png";"image";"png";"2314758";"2,21 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum_building_plan_fr.png";"428196D651B9F090DFEEACE930293ABB6973520A15A6841A429E3BC1B147BAE0"
"gallery-vr.html";"Vincent van Gogh";"transversal Van Gogh";"neutre-ou-inconnu";"assets/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum.png";"image";"png";"2481656";"2,37 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"vg01-vg06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Van-Gogh-s-Museum/vangogh-s-museum_building_plan/vangogh-s-museum.png";"1B4E8742C483FA594810B62CD36F7B31C21D8F4E37BCFF85E9CD4D31994B834F"
